Date,Tanggal,Bulan,Tahun,HargaJual,HargaBeli,Inflasi,HargaMinyak,KursJual,Kursbeli
31/07/2021,31,7,2021,843000,948000,1.52,73.95,14570,14426
30/07/2021,30,7,2021,850000,953000,1.52,73.95,14570,14426
29/07/2021,29,7,2021,842000,945000,1.52,73.62,14570,14426
28/07/2021,28,7,2021,837000,940000,1.52,72.39,14561,14417
27/07/2021,27,7,2021,837000,940000,1.52,71.65,14566,14422
26/07/2021,26,7,2021,839000,942000,1.52,71.91,14574,14429
25/07/2021,25,7,2021,840000,943000,1.52,72.07,14581,14435
24/07/2021,24,7,2021,840000,943000,1.52,72.07,14581,14435
23/07/2021,23,7,2021,843000,946000,1.52,72.07,14581,14435
22/07/2021,22,7,2021,843000,946000,1.52,71.91,14627,14481
21/07/2021,21,7,2021,844000,947000,1.52,70.3,14597,14451
20/07/2021,20,7,2021,847000,950000,1.52,67.42,14590,14444
19/07/2021,19,7,2021,847000,950000,1.52,66.42,14590,14444
18/07/2021,18,7,2021,846000,949000,1.52,71.81,14576,14430
17/07/2021,17,7,2021,846000,949000,1.52,71.81,14576,14430
16/07/2021,16,7,2021,854000,956000,1.52,71.81,14576,14430
15/07/2021,15,7,2021,850000,953000,1.52,71.65,14565,14421
14/07/2021,14,7,2021,840000,945000,1.52,73.13,14558,14414
13/07/2021,13,7,2021,841000,946000,1.52,75.25,14558,14414
12/7/2021,12,7,2021,845000,950000,1.52,74.1,14540,14396
11/7/2021,11,7,2021,845000,950000,1.52,74.56,14540,14396
10/7/2021,10,7,2021,845000,950000,1.52,74.56,14540,14396
9/7/2021,9,7,2021,842000,947000,1.52,74.56,14540,14396
8/7/2021,8,7,2021,840000,945000,1.52,72.94,14540,14396
7/7/2021,7,7,2021,835000,940000,1.52,72.2,14540,14396
6/7/2021,6,7,2021,834000,939000,1.52,73.37,14388,14244
5/7/2021,5,7,2021,836000,941000,1.52,76.25,14436,14292
4/7/2021,4,7,2021,837000,942000,1.52,75.14,14592,14446
3/7/2021,3,7,2021,837000,942000,1.52,75.16,14008,13868
2/7/2021,2,7,2021,830000,935000,1.52,75.16,14008,13868
1/7/2021,1,7,2021,827000,932000,1.52,75.23,14008,13868
30/06/2021,30,6,2021,822000,927000,1.33,73.47,14568,14424
29/06/2021,29,6,2021,827000,932000,1.33,72.98,14544,14400
28/06/2021,28,6,2021,828000,933000,1.33,72.91,14519,14375
27/06/2021,27,6,2021,829000,934000,1.33,74.05,14534,14390
26/06/2021,26,6,2021,829000,934000,1.33,74.05,14534,14390
25/06/2021,25,6,2021,828000,932000,1.33,74.05,14534,14390
24/06/2021,24,6,2021,828000,932000,1.33,73.3,14526,14382
23/06/2021,23,6,2021,827000,930000,1.33,73.08,14493,14349
22/06/2021,22,6,2021,829000,932000,1.33,73.06,14525,14381
21/06/2021,21,6,2021,820000,820000,1.33,73.66,14475,14331
20/06/2021,20,6,2021,822000,920000,1.33,71.64,14450,14306
19/06/2021,19,6,2021,822000,920000,1.33,71.64,14450,14306
18/06/2021,18,6,2021,822000,920000,1.33,71.64,14450,14306
17/06/2021,17,6,2021,833000,928000,1.33,71.04,14328,14186
16/06/2021,16,6,2021,850000,940000,1.33,72.15,14315,14173
15/06/2021,15,6,2021,853000,943000,1.33,72.12,14293,14151
14/06/2021,14,6,2021,855000,945000,1.33,70.88,14277,14135
13/06/2021,13,6,2021,858000,948000,1.33,70.91,14554,14410
12/6/2021,12,6,2021,858000,948000,1.33,70.91,14554,14410
11/6/2021,11,6,2021,868000,957000,1.33,70.91,14554,14410
10/6/2021,10,6,2021,865000,954000,1.33,70.29,14554,14410
9/6/2021,9,6,2021,868000,957000,1.33,69.96,14554,14410
8/6/2021,8,6,2021,871000,960000,1.33,70.05,14554,14410
7/6/2021,7,6,2021,870000,959000,1.33,69.23,14554,14410
6/6/2021,6,6,2021,871000,960000,1.33,69.62,14511,14367
5/6/2021,5,6,2021,871000,960000,1.33,69.62,14511,14367
4/6/2021,4,6,2021,860000,949000,1.33,69.62,14606,14460
3/6/2021,3,6,2021,875000,964000,1.33,68.81,13996,13856
2/6/2021,2,6,2021,871000,961000,1.33,68.83,13996,13856
1/6/2021,1,6,2021,875000,965000,1.33,67.72,13996,13856
31/05/2021,31,5,2021,875000,965000,1.68,66.96,14382,14238
30/05/2021,30,5,2021,875000,965000,1.68,66.59,14384,14240
29/05/2021,29,5,2021,875000,965000,1.68,66.32,14384,14240
28/05/2021,28,5,2021,872000,962000,1.68,66.32,14384,14240
27/05/2021,27,5,2021,872000,962000,1.68,66.85,14407,14263
26/05/2021,26,5,2021,865000,955000,1.68,66.21,14434,14290
25/05/2021,25,5,2021,865000,955000,1.68,66.07,14434,14290
24/05/2021,24,5,2021,869000,959000,1.68,66.05,14447,14303
23/05/2021,23,5,2021,868000,958000,1.68,63.58,14468,14324
22/05/2021,22,5,2021,868000,958000,1.68,63.58,14468,14324
21/05/2021,21,5,2021,867000,957000,1.68,63.58,14468,14324
20/05/2021,20,5,2021,857000,947000,1.68,62.05,14385,14241
19/05/2021,19,5,2021,858000,948000,1.68,63.36,14372,14229
18/05/2021,18,5,2021,857000,947000,1.68,65.49,14355,14213
17/05/2021,17,5,2021,842000,937000,1.68,66.27,14274,14132
16/05/2021,16,5,2021,837000,933000,1.68,65.37,14269,14127
15/05/2021,15,5,2021,837000,933000,1.68,65.37,14269,14127
14/05/2021,14,5,2021,837000,933000,1.68,65.37,14269,14127
13/05/2021,13,5,2021,837000,933000,1.68,63.82,14269,14127
12/5/2021,12,5,2021,837000,933000,1.68,66.08,14637,14491
11/5/2021,11,5,2021,837000,933000,1.68,65.28,14637,14491
10/5/2021,10,5,2021,841000,937000,1.68,64.92,14637,14491
9/5/2021,9,5,2021,841000,937000,1.68,64.9,14637,14491
8/5/2021,8,5,2021,841000,937000,1.68,64.9,14637,14491
7/5/2021,7,5,2021,838000,934000,1.68,64.9,14637,14491
6/5/2021,6,5,2021,829000,926000,1.68,64.71,14503,14359
5/5/2021,5,5,2021,825000,922000,1.68,65.63,14503,14359
4/5/2021,4,5,2021,833000,930000,1.68,65.69,14657,14511
3/5/2021,3,5,2021,822000,921000,1.68,64.49,14443,14299
2/5/2021,2,5,2021,822000,921000,1.68,63.58,14132,13992
1/5/2021,1,5,2021,822000,921000,1.68,63.58,14015,13875
30/04/2021,30,4,2021,823000,922000,1.42,63.58,14540,14396
29/04/2021,29,4,2021,832000,931000,1.42,65.01,14583,14437
28/04/2021,28,4,2021,825000,926000,1.42,63.86,14569,14425
27/04/2021,27,4,2021,829000,930000,1.42,62.94,14561,14417
26/04/2021,26,4,2021,831000,933000,1.42,61.91,14621,14475
25/04/2021,25,4,2021,831000,933000,1.42,62.14,14603,14457
24/04/2021,24,4,2021,831000,933000,1.42,62.14,14603,14457
23/04/2021,23,4,2021,833000,935000,1.42,62.14,14603,14457
22/04/2021,22,4,2021,838000,940000,1.42,61.43,14622,14476
21/04/2021,21,4,2021,828000,932000,1.42,61.35,14581,14435
20/04/2021,20,4,2021,829000,933000,1.42,62.44,14641,14495
19/04/2021,19,4,2021,835000,939000,1.42,63.38,14665,14519
18/04/2021,18,4,2021,832000,937000,1.42,63.13,14719,14573
17/04/2021,17,4,2021,832000,937000,1.42,63.13,14719,14573
16/04/2021,16,4,2021,830000,935000,1.42,63.13,14719,14573
15/04/2021,15,4,2021,817000,925000,1.42,63.46,14706,14560
14/04/2021,14,4,2021,822000,930000,1.42,63.15,14721,14575
13/04/2021,13,4,2021,814000,924000,1.42,60.18,14704,14558
12/4/2021,12,4,2021,816000,926000,1.42,59.7,14368,14226
11/4/2021,11,4,2021,817000,927000,1.42,59.32,14368,14226
10/4/2021,10,4,2021,817000,927000,1.42,59.32,14368,14226
9/4/2021,9,4,2021,821000,931000,1.42,59.32,14368,14226
8/4/2021,8,4,2021,810000,922000,1.42,59.6,14368,14226
7/4/2021,7,4,2021,812000,924000,1.42,59.77,14368,14226
6/4/2021,6,4,2021,808000,920000,1.42,59.33,14368,14226
5/4/2021,5,4,2021,809000,921000,1.42,58.65,14539,14395
4/4/2021,4,4,2021,810000,922000,1.42,61.45,14371,14228
3/4/2021,3,4,2021,810000,922000,1.42,61.45,14371,14228
2/4/2021,2,4,2021,810000,922000,1.42,61.45,14106,13966
1/4/2021,1,4,2021,799000,913000,1.42,61.45,13973,13833
31/03/2021,31,3,2021,784000,903000,1.37,59.16,14645,14499
30/03/2021,30,3,2021,794000,911000,1.37,60.55,14553,14409
29/03/2021,29,3,2021,804000,921000,1.37,61.56,14506,14362
28/03/2021,28,3,2021,804000,922000,1.37,60.97,14518,14374
27/03/2021,27,3,2021,804000,922000,1.37,60.97,14518,14374
26/03/2021,26,3,2021,803000,921000,1.37,60.97,14518,14374
25/03/2021,25,3,2021,805000,924000,1.37,58.56,14536,14392
24/03/2021,24,3,2021,800000,921000,1.37,61.18,14527,14383
23/03/2021,23,3,2021,808000,929000,1.37,57.76,14493,14349
22/03/2021,22,3,2021,808000,931000,1.37,61.55,14528,14384
21/03/2021,21,3,2021,810000,934000,1.37,61.42,14548,14404
20/03/2021,20,3,2021,810000,934000,1.37,61.42,14548,14404
19/03/2021,19,3,2021,802000,925000,1.37,61.42,14548,14404
18/03/2021,18,3,2021,812000,935000,1.37,60,14484,14340
17/03/2021,17,3,2021,801000,927000,1.37,64.6,14531,14387
16/03/2021,16,3,2021,801000,927000,1.37,64.8,14496,14352
15/03/2021,15,3,2021,796000,924000,1.37,65.39,14490,14346
14/03/2021,14,3,2021,797000,926000,1.37,65.61,14347,14205
13/03/2021,13,3,2021,797000,926000,1.37,65.61,14347,14205
12/3/2021,12,3,2021,799000,929000,1.37,65.61,14347,14205
11/3/2021,11,3,2021,800000,930000,1.37,66.02,14347,14205
10/3/2021,10,3,2021,798000,930000,1.37,64.44,14347,14205
9/3/2021,9,3,2021,778000,915000,1.37,64.01,14347,14205
8/3/2021,8,3,2021,787000,924000,1.37,65.05,14347,14205
7/3/2021,7,3,2021,785000,923000,1.37,66.09,14347,14205
6/3/2021,6,3,2021,785000,923000,1.37,66.09,14347,14205
5/3/2021,5,3,2021,777000,918000,1.37,66.09,14525,14381
4/3/2021,4,3,2021,788000,923000,1.37,63.83,14406,14262
3/3/2021,3,3,2021,798000,928000,1.37,61.28,14406,14262
2/3/2021,2,3,2021,792000,923000,1.37,59.75,14087,13947
1/3/2021,1,3,2021,796000,923000,1.37,60.64,14300,14158
28/02/2021,28,2,2021,794000,917000,1.38,61.5,14300,14158
27/02/2021,27,2,2021,794000,917000,1.38,61.5,14300,14158
26/02/2021,26,2,2021,802000,922000,1.38,61.5,14300,14158
25/02/2021,25,2,2021,814000,934000,1.38,63.53,14175,14033
24/02/2021,24,2,2021,818000,938000,1.38,63.22,14159,14019
23/02/2021,23,2,2021,818000,938000,1.38,61.67,14197,14055
22/02/2021,22,2,2021,807000,930000,1.38,61.49,14168,14028
21/02/2021,21,2,2021,807000,930000,1.38,59.24,14155,14015
20/02/2021,20,2,2021,807000,930000,1.38,59.24,14155,14015
19/02/2021,19,2,2021,798000,923000,1.38,59.24,14155,14015
18/02/2021,18,2,2021,800000,925000,1.38,60.52,14129,13989
17/02/2021,17,2,2021,796000,922000,1.38,61.14,14089,13949
16/02/2021,16,2,2021,815000,935000,1.38,60.05,13944,13806
15/02/2021,15,2,2021,820000,940000,1.38,60.09,14016,13876
14/02/2021,14,2,2021,820000,940000,1.38,60.37,14612,14466
13/02/2021,13,2,2021,820000,940000,1.38,59.47,14612,14466
12/2/2021,12,2,2021,825000,945000,1.38,59.47,14612,14466
11/2/2021,11,2,2021,825000,945000,1.38,58.24,14612,14466
10/2/2021,10,2,2021,825000,945000,1.38,58.68,14612,14466
9/2/2021,9,2,2021,823000,943000,1.38,58.36,14612,14466
8/2/2021,8,2,2021,819000,940000,1.38,57.97,14612,14466
7/2/2021,7,2,2021,820000,940000,1.38,56.85,14612,14466
6/2/2021,6,2,2021,820000,940000,1.38,56.85,14363,14221
5/2/2021,5,2,2021,810000,930000,1.38,56.85,14650,14504
4/2/2021,4,2,2021,826000,943000,1.38,56.23,14650,14504
3/2/2021,3,2,2021,830000,947000,1.38,55.69,14379,14235
2/2/2021,2,2,2021,837000,954000,1.38,54.76,14114,13974
1/2/2021,1,2,2021,838000,955000,1.38,53.55,14154,14014
31/01/2021,31,1,2021,836000,954000,1.55,52.2,14154,14014
30/01/2021,30,1,2021,836000,954000,1.55,52.2,14154,14014
29/01/2021,29,1,2021,836000,954000,1.55,52.2,14154,14014
28/01/2021,28,1,2021,833000,952000,1.55,52.34,14190,14048
27/01/2021,27,1,2021,837000,956000,1.55,52.85,14161,14021
26/01/2021,26,1,2021,839000,958000,1.55,52.61,14156,14016
25/01/2021,25,1,2021,839000,958000,1.55,52.77,14152,14012
24/01/2021,24,1,2021,838000,957000,1.55,52.27,14124,13984
23/01/2021,23,1,2021,838000,957000,1.55,52.27,14124,13984
22/01/2021,22,1,2021,842000,961000,1.55,52.27,14124,13984
21/01/2021,21,1,2021,844000,963000,1.55,53.13,14109,13969
20/01/2021,20,1,2021,833000,954000,1.55,53.24,14135,13995
19/01/2021,19,1,2021,831000,952000,1.55,52.98,14156,14016
18/01/2021,18,1,2021,821000,944000,1.55,52.36,14150,14010
17/01/2021,17,1,2021,828000,948000,1.55,52.2,14138,13998
16/01/2021,16,1,2021,828000,948000,1.55,52.36,14138,13998
15/01/2021,15,1,2021,838000,956000,1.55,52.36,14138,13998
14/01/2021,14,1,2021,837000,955000,1.55,53.57,14190,14048
13/01/2021,13,1,2021,849000,965000,1.55,52.91,14180,14038
12/1/2021,12,1,2021,839000,957000,1.55,53.21,14615,14469
11/1/2021,11,1,2021,833000,952000,1.55,52.25,14615,14469
10/1/2021,10,1,2021,838000,954000,1.55,52.24,14615,14469
9/1/2021,9,1,2021,838000,954000,1.55,52.24,14615,14469
8/1/2021,8,1,2021,858000,969000,1.55,52.24,14615,14469
7/1/2021,7,1,2021,861000,971000,1.55,50.83,14615,14469
6/1/2021,6,1,2021,873000,981000,1.55,50.63,14382,14238
5/1/2021,5,1,2021,866000,975000,1.55,49.93,14650,14504
4/1/2021,4,1,2021,866000,975000,1.55,47.62,14650,14504
3/1/2021,3,1,2021,860000,969000,1.55,48.52,14372,14229
2/1/2021,2,1,2021,860000,969000,1.55,48.52,14112,13972
1/1/2021,1,1,2021,855000,965000,1.55,48.52,14176,14034
31/12/2020,31,12,2020,855000,965000,1.68,48.52,14176,14034
30/12/2020,30,12,2020,855000,965000,1.68,48.4,14176,14034
29/12/2020,29,12,2020,856000,967000,1.68,48,14240,14098
28/12/2020,28,12,2020,866000,977000,1.68,47.62,14255,14113
27/12/2020,27,12,2020,861000,973000,1.68,48.23,14353,14211
26/12/2020,26,12,2020,861000,973000,1.68,48.23,14353,14211
25/12/2020,25,12,2020,861000,973000,1.68,48.23,14353,14211
24/12/2020,24,12,2020,859000,971000,1.68,48.23,14353,14211
23/12/2020,23,12,2020,852000,966000,1.68,48.12,14353,14211
22/12/2020,22,12,2020,856000,970000,1.68,47.02,14289,14147
21/12/2020,21,12,2020,862000,976000,1.68,47.74,14251,14109
20/12/2020,20,12,2020,854000,970000,1.68,49.1,14217,14075
19/12/2020,19,12,2020,854000,970000,1.68,49.1,14217,14075
18/12/2020,18,12,2020,855000,972000,1.68,49.1,14217,14075
17/12/2020,17,12,2020,846000,965000,1.68,48.36,14223,14081
16/12/2020,16,12,2020,843000,962000,1.68,47.82,14222,14080
15/12/2020,15,12,2020,831000,951000,1.68,47.62,14242,14100
14/12/2020,14,12,2020,832000,952000,1.68,46.99,14229,14087
13/12/2020,13,12,2020,834000,954000,1.68,46.57,14258,14116
12/12/2020,12,12,2020,834000,954000,1.68,46.57,14258,14116
11/12/2020,11,12,2020,834000,954000,1.68,46.57,14258,14116
10/12/2020,10,12,2020,836000,956000,1.68,46.78,14820,14672
9/12/2020,9,12,2020,846000,966000,1.68,45.52,14851,14703
8/12/2020,8,12,2020,846000,966000,1.68,45.6,14851,14703
7/12/2020,7,12,2020,837000,959000,1.68,45.76,14328,14186
6/12/2020,6,12,2020,837000,960000,1.68,46.26,14328,14186
5/12/2020,5,12,2020,837000,960000,1.68,46.26,15053,14903
4/12/2020,4,12,2020,838000,961000,1.68,46.26,14562,14418
3/12/2020,3,12,2020,832000,957000,1.68,45.64,14562,14418
2/12/2020,2,12,2020,825000,952000,1.68,45.28,13727,13591
1/12/2020,1,12,2020,811000,938000,1.68,44.55,14199,14057
30/11/2020,30,11,2020,816000,942000,1.59,45.34,14199,14057
29/11/2020,29,11,2020,816000,942000,1.59,45.53,14216,14074
28/11/2020,28,11,2020,816000,942000,1.59,45.53,14216,14074
27/11/2020,27,11,2020,826000,951000,1.59,45.53,14216,14074
26/11/2020,26,11,2020,829000,953000,1.59,44.98,14201,14059
25/11/2020,25,11,2020,829000,953000,1.59,45.71,14240,14098
24/11/2020,24,11,2020,839000,961000,1.59,44.91,14267,14125
23/11/2020,23,11,2020,856000,977000,1.59,43.06,14235,14093
22/11/2020,22,11,2020,855000,977000,1.59,42.15,14299,14157
21/11/2020,21,11,2020,855000,977000,1.59,42.15,14299,14157
20/11/2020,20,11,2020,850000,973000,1.59,42.15,14299,14157
19/11/2020,19,11,2020,850000,973000,1.59,41.74,14238,14096
18/11/2020,18,11,2020,853000,975000,1.59,41.82,14189,14047
17/11/2020,17,11,2020,859000,980000,1.59,41.43,14143,14003
16/11/2020,16,11,2020,864000,985000,1.59,41.34,14210,14068
15/11/2020,15,11,2020,864000,985000,1.59,40.13,14293,14151
14/11/2020,14,11,2020,864000,985000,1.59,40.13,14293,14151
13/11/2020,13,11,2020,858000,978000,1.59,40.13,14293,14151
12/11/2020,12,11,2020,850000,968000,1.59,41.12,14173,14031
11/11/2020,11,11,2020,854000,970000,1.59,41.45,14146,14006
10/11/2020,10,11,2020,857000,972000,1.59,41.36,15054,14904
9/11/2020,9,11,2020,899000,1006000,1.59,40.29,15054,14904
8/11/2020,8,11,2020,897000,1004000,1.59,37.14,14802,14654
7/11/2020,7,11,2020,897000,1004000,1.59,37.14,14084,13944
6/11/2020,6,11,2020,902000,1009000,1.59,37.14,14084,13944
5/11/2020,5,11,2020,892000,1000000,1.59,38.79,15011,14861
4/11/2020,4,11,2020,896000,1004000,1.59,39.15,14395,14251
3/11/2020,3,11,2020,896000,1004000,1.59,37.66,14395,14251
2/11/2020,2,11,2020,885000,994000,1.59,36.81,13754,13618
1/11/2020,1,11,2020,888000,996000,1.59,35.79,14763,14617
31/10/2020,31,10,2020,888000,996000,1.44,35.79,14763,14617
30/10/2020,30,10,2020,884000,992000,1.44,35.79,14763,14617
29/10/2020,29,10,2020,887000,995000,1.44,36.17,14763,14617
28/10/2020,28,10,2020,899000,1007000,1.44,37.39,14763,14617
27/10/2020,27,10,2020,899000,1007000,1.44,39.57,14763,14617
26/10/2020,26,10,2020,899000,1007000,1.44,38.56,14770,14624
25/10/2020,25,10,2020,900000,1008000,1.44,39.85,14812,14664
24/10/2020,24,10,2020,900000,1008000,1.44,39.85,14812,14664
23/10/2020,23,10,2020,899000,1007000,1.44,39.85,14812,14664
22/10/2020,22,10,2020,905000,1011000,1.44,40.64,14770,14624
21/10/2020,21,10,2020,906000,1012000,1.44,40.03,14731,14585
20/10/2020,20,10,2020,901000,1008000,1.44,41.46,14803,14655
19/10/2020,19,10,2020,901000,1008000,1.44,40.83,14815,14667
18/10/2020,18,10,2020,902000,1008000,1.44,40.88,14840,14692
17/10/2020,17,10,2020,902000,1008000,1.44,40.88,14840,14692
16/10/2020,16,10,2020,904000,1011000,1.44,40.88,14840,14692
15/10/2020,15,10,2020,902000,1009000,1.44,40.96,14834,14686
14/10/2020,14,10,2020,900000,1007000,1.44,41.04,14854,14706
13/10/2020,13,10,2020,909000,1015000,1.44,40.2,14867,14719
12/10/2020,12,10,2020,911000,1017000,1.44,39.43,14201,14059
11/10/2020,11,10,2020,913000,1019000,1.44,40.6,14085,13945
10/10/2020,10,10,2020,913000,1019000,1.44,40.6,14945,14797
9/10/2020,9,10,2020,898000,1007000,1.44,40.6,14945,14797
8/10/2020,8,10,2020,894000,1004000,1.44,41.19,14824,14676
7/10/2020,7,10,2020,889000,999000,1.44,39.95,14574,14429
6/10/2020,6,10,2020,912000,1017000,1.44,40.67,14153,14013
5/10/2020,5,10,2020,909000,1015000,1.44,39.22,14483,14339
4/10/2020,4,10,2020,908000,1014000,1.44,37.05,14483,14339
3/10/2020,3,10,2020,908000,1014000,1.44,37.05,14483,14339
2/10/2020,2,10,2020,908000,1015000,1.44,37.05,13777,13639
1/10/2020,1,10,2020,904000,1013000,1.44,38.72,13881,13743
30/09/2020,30,9,2020,907000,1016000,1.42,40.22,14993,14843
29/09/2020,29,9,2020,904000,1014000,1.42,39.29,14995,14845
28/09/2020,28,9,2020,894000,1006000,1.42,40.6,15034,14884
27/09/2020,27,9,2020,894000,1006000,1.42,40.25,15026,14876
26/09/2020,26,9,2020,894000,1006000,1.42,40.25,15026,14876
25/09/2020,25,9,2020,897000,1009000,1.42,40.25,15026,14876
24/09/2020,24,9,2020,890000,1002000,1.42,40.31,15024,14874
23/09/2020,23,9,2020,904000,1007000,1.42,39.93,14909,14761
22/09/2020,22,9,2020,907000,1009000,1.42,39.6,14856,14708
21/09/2020,21,9,2020,926000,1024000,1.42,39.31,14797,14649
20/09/2020,20,9,2020,925000,1023000,1.42,41.11,14842,14694
19/09/2020,19,9,2020,925000,1023000,1.42,41.11,14842,14694
18/09/2020,18,9,2020,932000,1030000,1.42,41.11,14842,14694
17/09/2020,17,9,2020,932000,1030000,1.42,40.97,14952,14804
16/09/2020,16,9,2020,932000,1030000,1.42,40.16,14918,14770
15/09/2020,15,9,2020,940000,1037000,1.42,38.28,14944,14796
14/09/2020,14,9,2020,933000,1031000,1.42,37.26,15049,14899
13/09/2020,13,9,2020,933000,1031000,1.42,37.33,14235,14093
12/9/2020,12,9,2020,933000,1031000,1.42,37.33,14235,14093
11/9/2020,11,9,2020,929000,1028000,1.42,37.33,14243,14101
10/9/2020,10,9,2020,927000,1027000,1.42,37.3,14811,14663
9/9/2020,9,9,2020,916000,1017000,1.42,38.05,14927,14779
8/9/2020,8,9,2020,914000,1015000,1.42,36.76,14518,14374
7/9/2020,7,9,2020,920000,1020000,1.42,39.2,14518,14374
6/9/2020,6,9,2020,920000,1020000,1.42,38.75,14043,13903
5/9/2020,5,9,2020,920000,1020000,1.42,39.77,16322,16160
4/9/2020,4,9,2020,921000,1021000,1.42,39.77,16322,16160
3/9/2020,3,9,2020,923000,1024000,1.42,41.37,14414,14270
